AQSID,Parameter_name,Site_code,Site_name,Status,Agency_ID,Agency_name,EPA_region,Latitude,Longitude,Elevation,GMT_offset,Country_code,MSA_code,MSA_name,State_code,State_name,County_code,County_name,Extra_fields,Monitoring_Site_ID
124CC0119004,PM2.5,9004,Whitehorse NAPS,Active,YK1,Government of Yukon,CA,60.71972,-135.05875,0,-7,CA,NA,NA,na,N/A,N/A,N/A,|,na-N/A-9004
768TOG010001,PM2.5,0001,Lome,Active,TOG,U.S. Department of State Togo - Lome,DSTO,6.185167,1.214166,0,0,TO,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0001
764TPCD0018T,PM2.5,018T,"City Hall, Samut Prakan",Active,TPCD,Thailand Pollution Control Department,NA,13.599149,100.597345,0,7,NA,NA,NA,na,N/A,N/A,N/A,|,na-N/A-018T
764TPCD0022T,PM2.5,022T,Sukhothai Thammathirat University,Active,TPCD,Thailand Pollution Control Department,NA,13.907861,100.535641,0,7,NA,NA,NA,na,N/A,N/A,N/A,|,na-N/A-022T
010030010,PM2.5,0010,FAIRHOPE,Active,AL1,Alabama Department of Environmental Management,R4,30.4889,-87.8706,0,-6,US,19300,"Daphne-Fairhope, AL",01,AL,003,BALDWIN,|,01-003-0010
060650012,PM2.5,0012,Banning - South Hathaway Street,Active,CA3,South Coast AQMD,R9,33.920758,-116.858419,0,-8,US,40140,"Riverside-San Bernardino-Ontario, CA",06,CA,065,RIVERSIDE,|,06-065-0012
586PK4010001,PM2.5,0001,Peshawar,Active,PK4,U.S. Department of State Pakistan - Peshawar,DSPK,34.005852,71.53775,0,5,PK,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0001
401091037,PM2.5,1037,North OKC,Active,OK1,Oklahoma Department of Environmental Quality,R6,35.612801,-97.472198,0,-6,US,36420,"Oklahoma City, OK",40,OK,109,OKLAHOMA,|,40-109-1037
350490021,PM2.5,0021,Santa Fe Airport,Active,NM1,New Mexico Air Quality Bureau,R6,35.6198,-106.0797,1931.3,-7,US,42140,"Santa Fe, NM",35,NM,049,SANTA FE,|,35-049-0021
291893001,PM2.5,3001,Ladue,Active,MO1,Missouri Department of Natural Resources,R7,38.650259,-90.350463,161,-6,US,41180,"St. Louis, MO-IL",29,MO,189,ST. LOUIS,|,29-189-3001
360050110,PM2.5,0110,Bronx - IS52,Active,NY1,New York Dept. of Environmental Conservation,R2,40.816101,-73.902199,0,-5,US,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",36,NY,005,BRONX,|,36-005-0110
340030010,PM2.5,0010,Fort Lee Near Road,Active,NJ1,New Jersey Dept. of Environmental Protection,R2,40.85355,-73.9661,0,-5,US,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",34,NJ,003,BERGEN,|,34-003-0010
410290019,PM2.5,0019,Shady Cove - Shady Cove School,Active,OR1,Oregon Dept. of Environmental Quality,R10,42.623225,-122.810158,438.3,-8,US,32780,"Medford, OR",41,OR,029,JACKSON,|,41-029-0019
360010005,PM2.5,0005,Albany,Active,NY1,New York Dept. of Environmental Conservation,R2,42.6425,-73.7547,0,-5,US,10580,"Albany-Schenectady-Troy, NY",36,NY,001,ALBANY,|,36-001-0005
417BI1010001,PM2.5,0001,Bishkek,Active,BI1,U.S. Department of State Kyrgyzstan - Bishkek,DSKG,42.827626,74.58384,0,6,KG,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0001
271377554,PM2.5,7554,West Duluth,Active,MN1,Minnesota Pollution Control Agency,R5,46.743889,-92.166946,0,-6,US,20260,"Duluth, MN-WI",27,MN,137,ST. LOUIS,|,27-137-7554
000050311,PM2.5,0311,QuÇbec - êcole Les Primeväres,Active,QC1,Canada-Quebec1,CA,46.77417,-71.36972,10.7,-5,CA,NA,NA,00,CC,005,QUEBEC,|,00-005-0311
000050310,PM2.5,0310,QuÇbec - Colläge St-Charles Garnier,Active,QC1,Canada-Quebec1,CA,46.7969,-71.2461,0,-5,CA,NA,NA,00,CC,005,QUEBEC,|,00-005-0310
000055702,PM2.5,5702,LÇvis - Parc Georges Maranda,Active,QC1,Canada-Quebec1,CA,46.80238,-71.16834,0,-5,CA,NA,NA,00,CC,005,QUEBEC,|,00-005-5702
380150003,PM2.5,0003,Bismarck Residential,Active,ND1,North Dakota Department of Environmental Quality,R8,46.8253,-100.7681,580.1,-6,US,13900,"Bismarck, ND",38,ND,015,BURLEIGH,|,38-015-0003
084BZ1010001,PM2.5,0001,Belmopan,Active,BZ1,U.S. Department of State Belize - Belmopan,DSBH,17.256124,-88.773876,0,-6,BH,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0001
TPCD0035T,PM2.5,035T,"City Hall, Chiangmai",Active,TPCD,Thailand Pollution Control Department,NA,18.840633,98.969661,0,7,NA,NA,NA,na,N/A,N/A,N/A,|,na-N/A-035T
150012020,PM2.5,2020,Ocean View,Active,HI1,Hawaii State Dept. of Health,R9,19.117561,-155.778137,70.2,-10,US,25900,"Hilo, HI",15,HI,001,HAWAII,|,15-001-2020
040191032,PM2.5,1032,Rose Elementary,Active,AZ3,Pima County Department of Environmental Quality,R9,32.1731,-110.9797,0,-7,US,46060,"Tucson, AZ",04,AZ,019,PIMA,|,04-019-1032
280330002,PM2.5,0002,HERNANDO,Active,MS1,Mississippi DEQ,R4,34.820633,-89.987782,112.9,-6,US,32820,"Memphis, TN-MS-AR",28,MS,033,DE SOTO,|,28-033-0002
320031501,PM2.5,1501,RT,Active,NV1,Clark County Department of Environment and Sustainability ,R9,36.139707,-115.175654,0,-8,US,NA,NA,32,NV,003,CLARK,|,32-003-1501
320031502,PM2.5,1502,Casino Center,Active,NV1,Clark County Department of Environment and Sustainability ,R9,36.174365,-115.13977,613.4,-8,US,NA,NA,32,NV,003,CLARK,|,32-003-1502
320030075,PM2.5,0075,Joe Neal,Active,NV1,Clark County Department of Environment and Sustainability ,R9,36.270592,-115.238282,709.7,-8,US,29820,"Las Vegas-Paradise, NV",32,NV,003,CLARK,|,32-003-0075
511071005,PM2.5,1005,ASHBURN,Active,VA1,Virginia Dept. of Environmental Quality,R3,39.02473,-77.48925,0,-5,US,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,VA,107,LOUDOUN,|,51-107-1005
550890009,PM2.5,0009,HARRINGTON BCH,Active,WI1,Wisconsin Dept. of Natural Resources,R5,43.4981,-87.81,0,-6,US,33340,"Milwaukee-Waukesha-West Allis, WI",55,WI,089,OZAUKEE,|,55-089-0009
124000067001,PM2.5,7001,Milton,Active,ON1,Ontario Ministry of the Environment,CA,43.52965,-79.862449,0,-5,CA,NA,NA,na,N/A,N/A,N/A,|,na-N/A-7001
530330024,PM2.5,0024,Lake Forest Park-Town Center,Active,WA1,Washington Department of Ecology,R10,47.753633,-122.277192,16.2,-8,US,42660,"Seattle-Tacoma-Bellevue, WA",53,WA,033,KING,|,53-033-0024
530639995,PM2.5,9995,Colbert-Greenbluff,Active,WA3,Spokane Regional Clean Air Agency,R10,47.808226,-117.34327,577.4,-8,US,44060,"Spokane, WA",53,WA,063,SPOKANE,|,53-063-9995
180670004,PM2.5,0004,Kokomo - E. Vaile Ave.,Active,IN4,Indiana Dept. of Environmental Management,R5,40.481347,-86.109688,0,-5,US,29020,"Kokomo, IN",18,IN,067,HOWARD,|,18-067-0004
000063001,PM2.5,3001,Burlington,Active,ON1,Ontario Ministry of the Environment,CA,43.314603,-79.80277,0,-5,CA,NA,NA,00,CC,006,ONTARIO,|,00-006-3001
000030901,PM2.5,0901,PICTOU,Active,NS1,Canada-Nova Scotia1,CA,45.681744,-62.696575,0,-4,CA,NA,NA,00,CC,003,NOVA SCOTIA,|,00-003-0901
301110087,PM2.5,0087,Billlings Lockwood,Active,MT1,Montana DEQ,R8,45.806357,-108.426551,0,-7,US,NA,NA,30,MT,111,YELLOWSTONE,|,30-111-0087
000053801,PM2.5,3801,Tingwick,Active,QC1,Canada-Quebec1,CA,45.9075,-71.9492,266.9,-5,CA,NA,NA,00,CC,005,QUEBEC,|,00-005-3801
000103902,PM2.5,3902,Kitimat Haul Road,Active,BC1,British Columbia Ministry of Environment,CA,54.029194,-128.70269,2.1,-8,CA,NA,NA,00,CC,010,BRITISH COLUMBIA,|,00-010-3902
000070301,PM2.5,0301,Flin Flon,Active,CN3,Ministry of Environment and Climate Change Strategy,CA,54.765,-101.8753,0,-6,CA,NA,NA,00,CC,007,MANITOBA,|,00-007-0301
840480291087,PM2.5,1087,San Antonio Bulverde Parkway C1087,Active,TX1,Texas Commission on Environmental Quality,R6,29.63514,-98.41768,0,-6,US,NA,NA,48,TX,029,BEXAR,|,48-029-1087
483611100,PM2.5,1100,SETRPC Mauriceville 42 C642,Active,TX1,Texas Commission on Environmental Quality,R6,30.18,-93.8731,0,-6,US,13140,"Beaumont-Port Arthur, TX",48,TX,361,ORANGE,|,48-361-1100
060592022,PM2.5,2022,Mission Viejo,Active,CA3,South Coast AQMD,R9,33.629991,-117.675875,122,-8,US,31100,"Los Angeles-Long Beach-Santa Ana, CA",06,CA,059,ORANGE,|,06-059-2022
840060374009,PM2.5,4009,Long Beach Signal Hill,Active,CA3,South Coast AQMD,R9,33.793713,-118.171019,7.9,-8,US,31100,"Los Angeles-Long Beach-Santa Ana, CA",06,CA,037,LOS ANGELES,|,06-037-4009
450510008,PM2.5,0008,Coastal Carolina,Active,SC1,South Carolina DES,R4,33.8005,-78.9941,0,-5,US,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",45,SC,051,HORRY,|,45-051-0008
840371190048,PM2.5,0048,Friendship Park,Active,NC2,Mecklenburg County Air Quality,R4,35.281791,-80.851473,223.9,-5,US,16740,"Charlotte-Gastonia-Concord, NC-SC",37,NC,119,MECKLENBURG,|,37-119-0048
240270006,PM2.5,0006,Howard County Near Road,Active,MD1,Maryland Department of the Environment,R3,39.143197,-76.846192,96.7,-5,US,NA,NA,24,MD,027,HOWARD,|,24-027-0006
391530017,PM2.5,0017,East HS,Active,OH1,Ohio EPA-DAPC,R5,41.063526,-81.468956,0,-5,US,10420,"Akron, OH",39,OH,153,SUMMIT,|,39-153-0017
840560210005,PM2.5,0005,Harriman Road Mobile BAM,Active,WY1,Wyoming Department of Environmental Quality,R8,41.095,-105.1725,2237.5,-7,US,16940,"Cheyenne, WY",56,WY,021,LARAMIE,|,56-021-0005
840390990015,PM2.5,0015,Youngstown State,Active,OH1,Ohio EPA-DAPC,R5,41.106182,-80.640576,0,-5,US,NA,NA,39,OH,099,MAHONING,|,39-099-0015
360870005,PM2.5,0005,Rockland Cty,Active,NY1,New York Dept. of Environmental Conservation,R2,41.182079,-74.028191,140,-5,US,NA,NA,36,NY,087,ROCKLAND,|,36-087-0005
840420810419,PM2.5,0419,Salladasburg,Active,PA1,Pennsylvania Dept. of Environmental Protection,R3,41.266192,-77.230933,0,-5,US,NA,NA,42,PA,081,LYCOMING,|,42-081-0419
840560010012,PM2.5,0012,Laramie SLAMS,Active,WY1,Wyoming Department of Environmental Quality,R8,41.308825,-105.549137,2196,-7,US,29660,"Laramie, WY",56,WY,001,ALBANY,|,56-001-0012
330012004,PM2.5,2004,Laconia,Active,NH1,New Hampshire Dept. of Environmental Services,R1,43.566122,-71.496335,220.8,-5,US,29060,"Laconia, NH",33,NH,001,BELKNAP,|,33-001-2004
124000060450,PM2.5,0450,Brampton,Active,ON1,Ontario Ministry of the Environment,CA,43.669911,-79.766589,0,-5,CA,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0450
124000060440,PM2.5,0440,Toronto North,Active,ON1,Ontario Ministry of the Environment,CA,43.78047,-79.467372,0,-5,CA,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0440
530330031,PM2.5,0031,Bellevue-SE 12th,Active,WA1,Washington Department of Ecology,R10,47.600863,-122.148397,91.8,-8,US,NA,NA,53,WA,033,KING,|,53-033-0031
840530630017,PM2.5,0017,Spokane Valley-E Broadway Ave,Active,WA1,Washington Department of Ecology,R10,47.663962,-117.25765,611.2,-8,US,44060,"Spokane, WA",53,WA,063,SPOKANE,|,53-063-0017
530630047,PM2.5,0047,Spokane-Monroe St.,Active,WA1,Washington Department of Ecology,R10,47.6997,-117.4263,634.4,-8,US,44060,"Spokane, WA",53,WA,063,SPOKANE,|,53-063-0047
000052801,PM2.5,2801,Auclair,Active,QC1,Canada-Quebec1,CA,47.73333,-68.7072,99.1,-5,CA,NA,NA,00,CC,005,QUEBEC,|,00-005-2801
530090017,PM2.5,0017,Port Angeles-E 5th St,Active,WA1,Washington Department of Ecology,R10,48.115,-123.436434,75,-8,US,NA,NA,53,WA,009,CLALLAM,|,53-009-0017
490071003,PM2.5,1003,P2,Active,UT1,Utah Department of Environmental Quality,R8,39.595798,-110.769997,0,-7,US,NA,NA,49,UT,007,CARBON,|,49-007-1003
060570005,PM2.5,0005,Grass Valley,Active,NOS,Northern Sierra AQMD,R9,39.234402,-121.055603,0,-8,US,46020,"Truckee-Grass Valley, CA",06,CA,057,NEVADA,|,06-057-0005
490353006,PM2.5,3006,Hawthorne,Active,UT1,Utah Department of Environmental Quality,R8,40.733501,-111.871696,1314.6,-7,US,41620,"Salt Lake City, UT",49,UT,035,SALT LAKE,|,49-035-3006
CC0093202,PM2.5,3202,Hinton,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,53.2536,-117.3153,0,-7,CA,NA,NA,00,CC,009,ALBERTA,|,00-009-3202
CC0090304,PM2.5,0304,RED DEER - LANCASTER,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,52.24095,-113.765439,0,-7,CA,NA,NA,00,CC,009,ALBERTA,|,00-009-0304
000020104,PM2.5,0104,CHARLOTTETOWN,Active,PE1,Canada-Prince Edward Island1,CA,46.2406,-63.1306,19.8,-4,CA,NA,NA,00,CC,002,PRINCE EDWARD ISLAND,|,00-002-0104
000055401,PM2.5,5401,Trois-Riviäres - Cap-de-la-Madelaine,Active,QC1,Canada-Quebec1,CA,46.362425,-72.510042,0,-5,CA,NA,NA,00,CC,005,QUEBEC,|,00-005-5401
000053301,PM2.5,3301,Deschambault,Active,QC1,Canada-Quebec1,CA,46.6822,-71.9678,53.4,-5,CA,NA,NA,00,CC,005,QUEBEC,|,00-005-3301
230031100,PM2.5,1100,MICMAC,Active,MM1,Aroostook Band of Micmacs,R1,46.6964,-68.033096,164.7,-5,US,NA,NA,23,ME,003,AROOSTOOK,|,23-003-1100
000055001,PM2.5,5001,Mont-Saint-Michel,Active,QC1,Canada-Quebec1,CA,46.7686,-75.4319,261.7,-5,CA,NA,NA,00,CC,005,QUEBEC,|,00-005-5001
800090034,PM2.5,0034,UAM Xochimilco,Active,MXC,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,MX,19.3044,-99.0738,2247.2,-6,MX,NA,NA,80,MX,009,DISTRITO FEDERAL,|,80-009-0034
800090171,PM2.5,0171,Merced,Active,MXC,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,MX,19.4246,-99.1195,2246.3,-6,MX,NA,NA,80,MX,009,DISTRITO FEDERAL,|,80-009-0171
150011006,PM2.5,1006,Hilo,Active,HI1,Hawaii State Dept. of Health,R9,19.717562,-155.110535,0,-10,US,25900,"Hilo, HI",15,HI,001,HAWAII,|,15-001-1006
350130025,PM2.5,0025,Las Cruces ED,Active,NM1,New Mexico Air Quality Bureau,R6,32.310332,-106.751211,0,-7,US,NA,NA,35,NM,013,DONA ANA,|,35-013-0025
320030540,PM2.5,0540,Jerome Mack,Active,NV1,Clark County Department of Environment and Sustainability ,R9,36.141875,-115.078742,538.3,-8,US,29820,"Las Vegas-Paradise, NV",32,NV,003,CLARK,|,32-003-0540
320030071,PM2.5,0071,Walter Johnson,Active,NV1,Clark County Department of Environment and Sustainability ,R9,36.169756,-115.263038,771.7,-8,US,29820,"Las Vegas-Paradise, NV",32,NV,003,CLARK,|,32-003-0071
320030073,PM2.5,0073,Palo Verde,Active,NV1,Clark County Department of Environment and Sustainability ,R9,36.173415,-115.332728,932.7,-8,US,29820,"Las Vegas-Paradise, NV",32,NV,003,CLARK,|,32-003-0073
060530008,PM2.5,0008,King City AMS,Active,MON,Monterey Bay Unified APCD,R9,36.209286,-121.126371,102.8,-8,US,NA,NA,06,CA,053,MONTEREY,|,06-053-0008
840250030008,PM2.5,0008,PittsfieldES,Active,MA1,Massachusetts Dept. of Environmental Protection,R1,42.452299,-73.239648,0,-5,US,NA,NA,25,MA,003,BERKSHIRE,|,25-003-0008
160671011,PM2.5,1011,Paul E-Sampler,Active,ID1,Idaho Department of Environmental Quality,R10,42.607817,-113.786817,0,-7,US,NA,NA,16,ID,067,MINIDOKA,|,16-067-1011
330115001,PM2.5,5001,Miller State Park,Active,NH1,New Hampshire Dept. of Environmental Services,R1,42.86183,-71.878626,697.8,-5,US,31700,"Manchester-Nashua, NH",33,NH,011,HILLSBOROUGH,|,33-011-5001
530770005,PM2.5,0005,Sunnyside-S 16th,Active,WA1,Washington Department of Ecology,R10,46.32033,-119.9981,218.1,-8,US,NA,NA,53,WA,077,YAKIMA,|,53-077-0005
530770009,PM2.5,0009,Yakima-4th Ave,Active,WA1,Washington Department of Ecology,R10,46.594952,-120.512283,326,-8,US,49420,"Yakima, WA",53,WA,077,YAKIMA,|,53-077-0009
230031011,PM2.5,1011,Presque Isle Riverside,Active,ME1,Maine Dept. of Environmental Protection,R1,46.682299,-68.016195,0,-5,US,NA,NA,23,ME,003,AROOSTOOK,|,23-003-1011
720210010,PM2.5,0010,Bayamon 37 (NCore),Active,PR1,Puerto Rico Environmental Quality Board,R2,18.41923,-66.15042,0,-4,US,41980,"San Juan-Caguas-Guaynabo, PR",72,PR,021,BAYAMON,|,72-021-0010
483491051,PM2.5,1051,Corsicana C1051,Active,TX1,Texas Commission on Environmental Quality,R6,32.0319,-96.3992,128.1,-6,US,18620,"Corsicana, TX",48,TX,349,NAVARRO,|,48-349-1051
040190011,PM2.5,0011,Orange Grove,Active,AZ3,Pima County Department of Environmental Quality,R9,32.322573,-111.037709,0,-7,US,NA,NA,04,AZ,019,PIMA,|,04-019-0011
011011002,PM2.5,1002,MONTG,Active,AL1,Alabama Department of Environmental Management,R4,32.412811,-86.263394,67.1,-6,US,33860,"Montgomery, AL",01,AL,101,MONTGOMERY,|,01-101-1002
481390016,PM2.5,0016,Midlothian OFW C52,Active,TX1,Texas Commission on Environmental Quality,R6,32.482081,-97.026922,202.8,-6,US,19100,"Dallas-Fort Worth-Arlington, TX",48,TX,139,ELLIS,|,48-139-0016
051191008,PM2.5,1008,ADEQ-DSR,Active,AR1,Arkansas Department of Environmental Quality,R6,34.681156,-92.328501,0,-6,US,30780,"Little Rock-North Little Rock, AR",05,AR,119,PULASKI,|,05-119-1008
320030043,PM2.5,0043,Paul Meyer,Active,NV1,Clark County Department of Environment and Sustainability ,R9,36.106389,-115.253333,736.6,-8,US,29820,"Las Vegas-Paradise, NV",32,NV,003,CLARK,|,32-003-0043
300830002,PM2.5,0002,Sidney 201,Active,MT1,Montana DEQ,R8,47.8679,-104.676864,0,-7,US,NA,NA,30,MT,083,RICHLAND,|,30-083-0002
530650002,PM2.5,0002,Wellpinit-Spokane Tribe,Active,WA1,Washington Department of Ecology,R10,47.885201,-117.988602,743.3,-8,US,NA,NA,53,WA,065,STEVENS,|,53-065-0002
181830003,PM2.5,0003,Larwill,Active,IN4,Indiana Dept. of Environmental Management,R5,41.169722,-85.629444,0,-5,US,NA,NA,18,IN,183,WHITLEY,|,18-183-0003
840320310031,PM2.5,0031,Reno4,Active,NV2,Northern Nevada Public Health Air Quality Management Division,R9,39.521918,-119.795444,0,-8,US,39900,"Reno-Sparks, NV",32,NV,031,WASHOE,|,32-031-0031
CC0093901,PM2.5,3901,Powers,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,53.6331,-114.4197,0,-7,CA,NA,NA,00,CC,009,ALBERTA,|,00-009-3901
CC0094301,PM2.5,4301,Cold Lake South,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,54.4138,-110.2331,0,-7,CA,NA,NA,00,CC,009,ALBERTA,|,00-009-4301
000070118,PM2.5,0118,Winnipeg_Scotia,Active,CN3,Ministry of Environment and Climate Change Strategy,CA,49.9319,-96.8631,0,-6,CA,NA,NA,00,CC,007,MANITOBA,|,00-007-0118
210610501,PM2.5,0501,Mammoth Cave NP,Active,NPS,National Park Service,USEPA,37.1314,-86.1481,236.1,-6,US,14540,"Bowling Green, KY",21,KY,061,EDMONSON,|,21-061-0501
260770008,PM2.5,0008,KALAMAZOO,Active,MI1,"Michigan Department of Environment, Great Lakes, and Energy",R5,42.2781,-85.5419,390.4,-5,US,28020,"Kalamazoo-Portage, MI",26,MI,077,KALAMAZOO,|,26-077-0008
270834210,PM2.5,4210,Marshall,Active,MN1,Minnesota Pollution Control Agency,R5,44.4572,-95.835,0,-6,US,32140,"Marshall, MN",27,MN,083,LYON,|,27-083-4210
100051002,PM2.5,1002,SEAFORD,Active,DE1,Delaware Dept. of Natural Resources and Environment,R3,38.6539,-75.6106,0,-5,US,42580,"Seaford, DE",10,DE,005,SUSSEX,|,10-005-1002
CC0010102,PM2.5,0102,St. John's,Active,NL1,Newfoundland & Labrador DEC,CA,47.56038,-52.7115,9.8,-3.5,CA,NA,NA,00,CC,001,NEWFOUNDLAND,|,00-001-0102
840401239030,PM2.5,9030,Mobile - Chickasaw,Active,CK1,Cherokee Nation,R6,34.776389,-96.677778,308.1,-6,US,NA,NA,40,OK,123,PONTOTOC,|,40-123-9030
840061079998,PM2.5,9998,Springville,Active,FS1,Forest Service,USEPA,36.1358,-118.8108,0,-8,US,NA,NA,06,CA,107,TULARE,|,06-107-9998
320032003,PM2.5,2003,Walnut Rec.,Active,NV1,Clark County Department of Environment and Sustainability ,R9,36.214465,-115.091437,0,-8,US,NA,NA,32,NV,003,CLARK,|,32-003-2003
320038000,PM2.5,8000,Las Vegas Paiute,Active,TRX,Quality Review and Exchange System for Tribes (QREST),R8,36.357778,-115.361389,928.7,-8,US,NA,NA,32,NV,003,CLARK,|,32-003-8000
201770013,PM2.5,0013,KNI-Topeka,Active,KS1,Kansas Dept. of Health and Environment,R7,39.0242,-95.7114,280,-6,US,45820,"Topeka, KS",20,KS,177,SHAWNEE,|,20-177-0013
840390610042,PM2.5,0042,Lower Price Hill,Active,OH1,Ohio EPA-DAPC,R5,39.10492,-84.55117,0,-5,US,NA,NA,39,OH,061,HAMILTON,|,39-061-0042
361192004,PM2.5,2004,White Plains,Active,NY1,New York Dept. of Environmental Conservation,R2,41.0522,-73.7642,0,-5,US,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",36,NY,119,WESTCHESTER,|,36-119-2004
391030004,PM2.5,0004,Chippewa,Active,OH1,Ohio EPA-DAPC,R5,41.0604,-81.9239,0,-5,US,17460,"Cleveland-Elyria-Mentor, OH",39,OH,103,MEDINA,|,39-103-0004
124000061603,PM2.5,1603,Oakville,Active,ON1,Ontario Ministry of the Environment,CA,43.486917,-79.702278,0,-5,CA,NA,NA,na,N/A,N/A,N/A,|,na-N/A-1603
410250003,PM2.5,0003,Burns - Washington St.,Active,OR1,Oregon Dept. of Environmental Quality,R10,43.58925,-119.048302,1266.7,-8,US,NA,NA,41,OR,025,HARNEY,|,41-025-0003
840230050015,PM2.5,0015,Portland Tukey's Bridge,Active,ME1,Maine Dept. of Environmental Protection,R1,43.678,-70.2561,0,-5,US,38860,"Portland-South Portland-Biddeford, ME",23,ME,005,CUMBERLAND,|,23-005-0015
530070010,PM2.5,0010,Leavenworth-Evans St,Active,WA1,Washington Department of Ecology,R10,47.5988,-120.6647,357.2,-8,US,48300,"Wenatchee, WA",53,WA,007,CHELAN,|,53-007-0010
840300990005,PM2.5,0005,Choteau,Active,MT1,Montana DEQ,R8,47.820308,-112.19363,0,-7,US,NA,NA,30,MT,099,TETON,|,30-099-0005
381010003,PM2.5,0003,RYDER,Active,ND1,North Dakota Department of Environmental Quality,R8,47.940861,-101.571583,665.5,-6,US,NA,NA,38,ND,101,WARD,|,38-101-0003
300710010,PM2.5,0010,Malta,Active,MT1,Montana DEQ,R8,48.317507,-107.862471,0,-7,US,NA,NA,30,MT,071,PHILLIPS,|,30-071-0010
840021851111,PM2.5,1111,BLM-Kaktovik,Active,BLK,Bureau of Land Management - Alaska ,R10,70.1319,-143.6239,0,-9,US,NA,NA,02,AK,185,NORTH SLOPE,|,02-185-1111
420692006,PM2.5,2006,Scranton,Active,PA1,Pennsylvania Dept. of Environmental Protection,R3,41.4428,-75.6231,0,-5,US,42540,"Scranton--Wilkes-Barre, PA",42,PA,069,LACKAWANNA,|,42-069-2006
CC0040207,PM2.5,0207,SAINT JOHN WEST,Active,NB1,Canada-New Brunswick1,CA,45.25315,-66.079931,54.9,-4,CA,NA,NA,00,CC,004,NEW BRUNSWICK,|,00-004-0207
410650007,PM2.5,0007,The Dalles - Cherry Heights,Active,OR1,Oregon Dept. of Environmental Quality,R10,45.602419,-121.203387,86.3,-8,US,17180,"City of The Dalles, OR",41,OR,065,WASCO,|,41-065-0007
300490026,PM2.5,0026,Rossiter Pump House,Active,MT1,Montana DEQ,R8,46.6588,-112.0131,1139.8,-7,US,25740,"Helena, MT",30,MT,049,LEWIS AND CLARK,|,30-049-0026
BJ1010001,PM2.5,0001,Beijing,Active,BJ1,U.S. Department of State China - Beijing,DSCH,39.953352,116.466258,0,8,CH,NA,NA,na,N/A,N/A,N/A,|,na-N/A-0001
481490001,PM2.5,0001,Fayette C601,Active,TX1,Texas Commission on Environmental Quality,R6,29.962474,-96.745875,128.1,-6,US,NA,NA,48,TX,149,FAYETTE,|,48-149-0001
360551007,PM2.5,1007,Rochester,Active,NY1,New York Dept. of Environmental Conservation,R2,43.1461,-77.5481,0,-5,US,40380,"Rochester, NY",36,NY,055,MONROE,|,36-055-1007
360671015,PM2.5,1015,E Syracuse,Active,NY1,New York Dept. of Environmental Conservation,R2,43.0528,-76.0597,0,-5,US,45060,"Syracuse, NY",36,NY,067,ONONDAGA,|,36-067-1015
500210002,PM2.5,0002,Rutland,Active,VT1,Vermont Air Quality & Climate Division,R1,43.608528,-72.98246,171.1,-5,US,40860,"Rutland, VT",50,VT,021,RUTLAND,|,50-021-0002
261130001,PM2.5,0001,HOUGHTON LAKE,Active,MI1,"Michigan Department of Environment, Great Lakes, and Energy",R5,44.3106,-84.891899,0,-5,US,15620,"Cadillac, MI",26,MI,113,MISSAUKEE,|,26-113-0001
191530030,PM2.5,0030,CARPENTER,Active,IA2,Polk Co. Air Quality Division,R7,41.6031,-93.643303,282.1,-6,US,19780,"Des Moines, IA",19,IA,153,POLK,|,19-153-0030
471071002,PM2.5,1002,ATHENS,Active,TN1,Tennessee Air Pollution Control Div.,R4,35.4511,-84.5992,0,-5,US,11940,"Athens, TN",47,TN,107,MC MINN,|,47-107-1002
450830011,PM2.5,0011,TK Gregg,Active,SC1,South Carolina DES,R4,34.955601,-81.924797,232.1,-5,US,43900,"Spartanburg, SC",45,SC,083,SPARTANBURG,|,45-083-0011
CC0010501,PM2.5,0501,Grand Falls Windsor,Active,NL1,Newfoundland & Labrador DEC,CA,48.92696,-55.6597,0,-3.5,CA,NA,NA,00,CC,001,NEWFOUNDLAND,|,00-001-0501
481351014,PM2.5,1014,Odessa Gonzales C1014,Active,TX1,Texas Commission on Environmental Quality,R6,31.870253,-102.334756,884.5,-6,US,36220,"Odessa, TX",48,TX,135,ECTOR,|,48-135-1014
121152002,PM2.5,2002,Jackson Road,Active,FL1,Florida Dept. of Environmental Protection,R4,27.0892,-82.3625,0,-5,US,42260,"Sarasota-Bradenton-Venice, FL",12,FL,115,SARASOTA,|,12-115-2002
